id,label
0,7
1,1
2,2
3,2
4,3
5,2
6,7
7,7
8,4
9,4
10,4
11,3
12,3
13,7
14,2
15,5
16,0
17,7
18,7
19,4
20,8
21,7
22,7
23,3
24,1
25,0
26,2
27,7
28,3
29,1
30,1
31,3
32,0
33,7
34,3
35,4
36,6
37,1
38,2
39,7
40,0
41,7
42,8
43,1
44,4
45,0
46,8
47,0
48,6
49,1
50,7
51,4
52,7
53,4
54,2
55,1
56,3
57,1
58,1
59,2
60,2
61,6
62,3
63,1
64,7
65,7
66,1
67,7
68,4
69,4
70,4
71,3
72,8
73,8
74,4
75,5
76,3
77,1
78,8
79,3
80,3
81,1
82,8
83,5
84,0
85,0
86,5
87,6
88,3
89,4
90,7
91,6
92,5
93,2
94,4
95,3
96,8
97,4
98,3
99,6
100,6
101,4
102,4
103,3
104,7
105,7
106,6
107,0
108,5
109,7
110,1
111,2
112,1
113,1
114,7
115,3
116,2
117,8
118,0
119,6
120,5
121,1
122,3
123,3
124,8
125,4
126,6
127,3
128,5
129,1
130,7
131,7
132,4
133,2
134,4
135,3
136,3
137,7
138,8
139,7
140,6
141,1
142,0
143,2
144,3
145,7
146,7
147,3
148,2
149,7
150,5
151,1
152,8
153,4
154,4
155,3
156,6
157,5
158,1
159,5
160,1
161,4
162,2
163,3
164,8
165,1
166,2
167,0
168,7
169,2
170,0
171,0
172,2
173,8
174,8
175,4
176,4
177,5
178,3
179,1
180,7
181,7
182,7
183,1
184,7
185,3
186,4
187,1
188,1
189,7
190,2
191,6
192,3
193,2
194,7
195,1
196,7
197,2
198,3
199,8
200,1
201,1
202,0
203,4
204,4
205,2
206,0
207,7
208,4
209,8
210,2
211,7
212,8
213,1
214,4
215,7
216,1
217,0
218,4
219,2
220,0
221,6
222,3
223,6
224,5
225,1
226,2
227,4
228,1
229,7
230,4
231,5
232,7
233,7
234,5
235,7
236,0
237,4
238,7
239,3
240,2
241,7
242,2
243,0
244,3
245,6
246,0
247,7
248,3
249,3
250,7
251,6
252,7
253,0
254,7
255,6
256,8
257,3
258,5
259,8
260,6
261,3
262,6
263,3
264,0
265,1
266,0
267,4
268,3
269,1
270,4
271,0
272,7
273,4
274,5
275,3
276,5
277,2
278,6
279,0
280,1
281,2
282,7
283,2
284,7
285,7
286,2
287,8
288,2
289,2
290,3
291,6
292,2
293,6
294,7
295,7
296,4
297,4
298,6
299,0
300,8
301,3
302,7
303,2
304,0
305,2
306,1
307,6
308,3
309,2
310,0
311,3
312,7
313,2
314,3
315,1
316,2
317,4
318,7
319,5
320,4
321,0
322,3
323,0
324,6
325,0
326,1
327,8
328,3
329,8
330,0
331,2
332,8
333,5
334,3
335,8
336,7
337,4
338,6
339,8
340,0
341,0
342,4
343,6
344,7
345,7
346,3
347,1
348,8
349,1
350,0
351,3
352,4
353,0
354,8
355,6
356,4
357,5
358,3
359,3
360,3
361,0
362,5
363,2
364,2
365,1
366,2
367,2
368,0
369,1
370,8
371,5
372,7
373,8
374,4
375,2
376,5
377,4
378,3
379,1
380,2
381,1
382,0
383,1
384,7
385,6
386,0
387,3
388,1
389,4
390,2
391,8
392,4
393,6
394,4
395,3
396,8
397,3
398,8
399,4
400,2
401,6
402,4
403,3
404,8
405,6
406,7
407,7
408,3
409,8
410,7
411,2
412,1
413,5
414,0
415,7
416,7
417,0
418,8
419,4
420,2
421,5
422,7
423,6
424,4
425,6
426,0
427,1
428,0
429,5
430,2
431,3
432,7
433,1
434,5
435,4
436,4
437,8
438,0
439,1
440,0
441,3
442,0
443,0
444,4
445,4
446,3
447,8
448,4
449,4
450,7
451,7
452,6
453,3
454,3
455,0
456,8
457,7
458,5
459,2
460,7
461,6
462,5
463,3
464,3
465,6
466,0
467,4
468,6
469,0
470,8
471,7
472,4
473,0
474,0
475,3
476,3
477,5
478,4
479,3
480,7
481,8
482,0
483,7
484,0
485,1
486,4
487,7
488,6
489,1
490,7
491,5
492,3
493,7
494,0
495,1
496,7
497,2
498,0
499,4
500,0
501,8
502,2
503,1
504,8
505,7
506,3
507,1
508,7
509,2
510,6
511,1
512,3
513,2
514,3
515,4
516,3
517,0
518,3
519,8
520,5
521,3
522,7
523,0
524,0
525,5
526,3
527,1
528,4
529,7
530,8
531,0
532,3
533,7
534,6
535,7
536,8
537,0
538,7
539,8
540,2
541,1
542,1
543,7
544,8
545,6
546,6
547,4
548,2
549,7
550,1
551,8
552,2
553,7
554,7
555,2
556,4
557,6
558,1
559,2
560,5
561,4
562,7
563,2
564,8
565,2
566,3
567,1
568,3
569,1
570,1
571,3
572,6
573,6
574,8
575,6
576,4
577,1
578,1
579,8
580,8
581,7
582,4
583,7
584,4
585,7
586,5
587,4
588,5
589,0
590,5
591,8
592,1
593,3
594,4
595,2
596,2
597,6
598,2
599,6
600,2
601,3
602,3
603,7
604,6
605,2
606,1
607,7
608,8
609,5
610,5
611,7
612,5
613,6
614,3
615,0
616,3
617,2
618,3
619,7
620,7
621,7
622,3
623,7
624,7
625,3
626,7
627,4
628,2
629,1
630,7
631,7
632,5
633,0
634,7
635,2
636,1
637,1
638,5
639,7
640,1
641,8
642,0
643,8
644,0
645,8
646,8
647,5
648,6
649,8
650,1
651,1
652,8
653,2
654,8
655,7
656,7
657,7
658,4
659,8
660,5
661,4
662,3
663,5
664,3
665,3
666,3
667,0
668,3
669,2
670,4
671,2
672,7
673,3
674,8
675,8
676,8
677,7
678,4
679,8
680,6
681,7
682,1
683,0
684,0
685,5
686,7
687,4
688,6
689,8
690,0
691,7
692,7
693,6
694,5
695,4
696,0
697,4
698,7
699,2
700,3
701,0
702,0
703,2
704,1
705,8
706,8
707,7
708,5
709,2
710,5
711,4
712,5
713,1
714,7
715,5
716,3
717,7
718,3
719,4
720,2
721,6
722,4
723,3
724,8
725,2
726,0
727,2
728,2
729,4
730,5
731,1
732,1
733,7
734,0
735,1
736,6
737,6
738,0
739,7
740,5
741,7
742,8
743,5
744,1
745,7
746,4
747,0
748,7
749,7
750,3
751,5
752,8
753,4
754,8
755,6
756,8
757,0
758,6
759,4
760,4
761,7
762,2
763,2
764,1
765,7
766,1
767,1
768,4
769,0
770,1
771,3
772,7
773,7
774,1
775,5
776,3
777,0
778,0
779,0
780,7
781,5
782,0
783,6
784,6
785,2
786,3
787,5
788,8
789,6
790,0
791,7
792,8
793,7
794,5
795,1
796,2
797,7
798,4
799,2
800,2
801,4
802,7
803,1
804,1
805,7
806,6
807,6
808,6
809,0
810,5
811,1
812,7
813,0
814,0
815,0
816,2
817,3
818,3
819,5
820,3
821,8
822,6
823,3
824,8
825,3
826,1
827,3
828,3
829,4
830,6
831,3
832,3
833,8
834,3
835,3
836,0
837,0
838,1
839,4
840,0
841,2
842,4
843,6
844,7
845,3
846,7
847,4
848,1
849,4
850,4
851,7
852,7
853,3
854,4
855,5
856,0
857,2
858,7
859,0
860,1
861,1
862,3
863,5
864,4
865,1
866,6
867,0
868,5
869,8
870,7
871,7
872,1
873,0
874,4
875,6
876,8
877,0
878,8
879,7
880,2
881,7
882,0
883,3
884,4
885,8
886,4
887,3
888,0
889,7
890,2
891,1
892,1
893,3
894,0
895,4
896,6
897,7
898,6
899,4
900,4
901,1
902,5
903,6
904,2
905,7
906,3
907,7
908,5
909,6
910,2
911,0
912,0
913,5
914,3
915,4
916,6
917,1
918,8
919,2
920,4
921,7
922,2
923,7
924,7
925,8
926,3
927,7
928,5
929,4
930,8
931,0
932,5
933,0
934,3
935,1
936,2
937,3
938,4
939,3
940,7
941,7
942,7
943,8
944,7
945,6
946,6
947,7
948,5
949,5
950,7
951,7
952,7
953,7
954,7
955,3
956,7
957,0
958,3
959,0
960,2
961,3
962,1
963,2
964,2
965,5
966,5
967,6
968,2
969,3
970,2
971,2
972,7
973,2
974,1
975,2
976,3
977,5
978,0
979,7
980,2
981,5
982,3
983,3
984,3
985,6
986,2
987,4
988,5
989,2
990,2
991,3
992,4
993,8
994,0
995,7
996,3
997,8
998,6
999,2
1000,6
1001,1
1002,8
1003,6
1004,4
1005,7
1006,1
1007,7
1008,5
1009,7
1010,3
1011,3
1012,4
1013,7
1014,6
1015,6
1016,4
1017,5
1018,1
1019,6
1020,3
1021,2
1022,0
1023,1
1024,6
1025,8
1026,1
1027,6
1028,0
1029,8
1030,4
1031,8
1032,1
1033,6
1034,3
1035,3
1036,1
1037,8
1038,3
1039,0
1040,2
1041,3
1042,5
1043,7
1044,6
1045,7
1046,7
1047,0
1048,8
1049,2
1050,4
1051,3
1052,2
1053,3
1054,7
1055,2
1056,6
1057,1
1058,0
1059,8
1060,7
1061,3
1062,7
1063,3
1064,3
1065,4
1066,2
1067,8
1068,8
1069,8
1070,3
1071,0
1072,4
1073,3
1074,0
1075,6
1076,1
1077,0
1078,1
1079,4
1080,4
1081,8
1082,1
1083,4
1084,0
1085,5
1086,4
1087,3
1088,0
1089,8
1090,8
1091,2
1092,2
1093,8
1094,7
1095,2
1096,2
1097,3
1098,8
1099,4
1100,4
1101,0
1102,7
1103,2
1104,7
1105,2
1106,7
1107,1
1108,4
1109,0
1110,1
1111,3
1112,6
1113,6
1114,5
1115,3
1116,3
1117,4
1118,1
1119,3
1120,7
1121,8
1122,5
1123,2
1124,8
1125,4
1126,3
1127,8
1128,2
1129,2
1130,4
1131,3
1132,2
1133,3
1134,6
1135,7
1136,7
1137,3
1138,0
1139,5
1140,8
1141,8
1142,3
1143,3
1144,0
1145,5
1146,3
1147,7
1148,4
1149,6
1150,1
1151,6
1152,2
1153,5
1154,5
1155,1
1156,3
1157,3
1158,6
1159,4
1160,1
1161,1
1162,6
1163,4
1164,6
1165,6
1166,0
1167,6
1168,5
1169,0
1170,6
1171,8
1172,3
1173,8
1174,5
1175,3
1176,5
1177,0
1178,5
1179,6
1180,8
1181,2
1182,1
1183,7
1184,5
1185,7
1186,1
1187,3
1188,3
1189,7
1190,8
1191,5
1192,2
1193,2
1194,5
1195,1
1196,6
1197,2
1198,6
1199,3
1200,2
1201,4
1202,2
1203,3
1204,6
1205,7
1206,1
1207,7
1208,2
1209,0
1210,1
1211,3
1212,2
1213,7
1214,4
1215,7
1216,5
1217,7
1218,4
1219,7
1220,0
1221,6
1222,1
1223,8
1224,4
1225,2
1226,8
1227,7
1228,0
1229,3
1230,0
1231,3
1232,0
1233,8
1234,2
1235,8
1236,1
1237,2
1238,6
1239,8
1240,3
1241,7
1242,4
1243,6
1244,4
1245,6
1246,7
1247,6
1248,0
1249,8
1250,5
1251,1
1252,7
1253,4
1254,8
1255,4
1256,2
1257,3
1258,7
1259,2
1260,4
1261,7
1262,1
1263,4
1264,6
1265,5
1266,3
1267,5
1268,7
1269,6
1270,7
1271,2
1272,3
1273,1
1274,8
1275,7
1276,3
1277,3
1278,7
1279,5
1280,5
1281,7
1282,8
1283,7
1284,5
1285,6
1286,8
1287,2
1288,0
1289,4
1290,8
1291,8
1292,1
1293,7
1294,3
1295,8
1296,1
1297,3
1298,4
1299,1
1300,2
1301,6
1302,2
1303,6
1304,8
1305,7
1306,4
1307,0
1308,8
1309,1
1310,4
1311,0
1312,5
1313,3
1314,3
1315,6
1316,1
1317,3
1318,4
1319,3
1320,0
1321,2
1322,3
1323,1
1324,2
1325,4
1326,0
1327,0
1328,4
1329,7
1330,2
1331,4
1332,5
1333,7
1334,3
1335,0
1336,2
1337,1
1338,1
1339,6
1340,7
1341,1
1342,6
1343,4
1344,3
1345,0
1346,3
1347,4
1348,1
1349,0
1350,3
1351,7
1352,4
1353,2
1354,8
1355,6
1356,6
1357,1
1358,1
1359,1
1360,1
1361,3
1362,0
1363,0
1364,6
1365,3
1366,0
1367,5
1368,3
1369,1
1370,3
1371,4
1372,7
1373,3
1374,8
1375,7
1376,4
1377,5
1378,2
1379,5
1380,7
1381,6
1382,4
1383,3
1384,7
1385,8
1386,7
1387,1
1388,3
1389,7
1390,8
1391,0
1392,4
1393,4
1394,1
1395,3
1396,6
1397,0
1398,7
1399,1
1400,7
1401,8
1402,8
1403,3
1404,2
1405,0
1406,6
1407,3
1408,4
1409,2
1410,2
1411,8
1412,2
1413,5
1414,7
1415,8
1416,7
1417,2
1418,0
1419,7
1420,2
1421,1
1422,4
1423,0
1424,4
1425,4
1426,3
1427,7
1428,3
1429,5
1430,0
1431,6
1432,3
1433,1
1434,6
1435,1
1436,8
1437,6
1438,8
1439,1
1440,6
1441,0
1442,3
1443,3
1444,7
1445,3
1446,7
1447,7
1448,0
1449,8
1450,1
1451,2
1452,6
1453,1
1454,8
1455,7
1456,1
1457,4
1458,3
1459,3
1460,6
1461,7
1462,2
1463,2
1464,4
1465,6
1466,7
1467,7
1468,8
1469,6
1470,7
1471,4
1472,7
1473,0
1474,3
1475,4
1476,2
1477,6
1478,5
1479,8
1480,6
1481,4
1482,0
1483,0
1484,3
1485,3
1486,5
1487,3
1488,0
1489,0
1490,6
1491,1
1492,5
1493,1
1494,0
1495,3
1496,4
1497,5
1498,1
1499,4
1500,7
1501,1
1502,0
1503,2
1504,4
1505,3
1506,4
1507,6
1508,7
1509,1
1510,0
1511,7
1512,7
1513,3
1514,3
1515,1
1516,3
1517,7
1518,0
1519,6
1520,2
1521,6
1522,8
1523,8
1524,7
1525,7
1526,3
1527,6
1528,6
1529,4
1530,7
1531,6
1532,4
1533,5
1534,3
1535,7
1536,1
1537,4
1538,1
1539,6
1540,4
1541,8
1542,3
1543,6
1544,4
1545,2
1546,2
1547,0
1548,3
1549,5
1550,4
1551,7
1552,5
1553,3
1554,2
1555,7
1556,7
1557,7
1558,7
1559,1
1560,4
1561,3
1562,1
1563,3
1564,1
1565,5
1566,6
1567,1
1568,0
1569,2
1570,2
1571,1
1572,7
1573,3
1574,7
1575,1
1576,2
1577,1
1578,2
1579,7
1580,7
1581,0
1582,3
1583,3
1584,8
1585,8
1586,8
1587,3
1588,5
1589,0
1590,0
1591,5
1592,0
1593,3
1594,7
1595,7
1596,8
1597,6
1598,6
1599,2
1600,6
1601,4
1602,8
1603,1
1604,2
1605,3
1606,8
1607,4
1608,7
1609,2
1610,0
1611,7
1612,3
1613,7
1614,2
1615,0
1616,6
1617,0
1618,3
1619,6
1620,4
1621,0
1622,2
1623,2
1624,2
1625,7
1626,0
1627,0
1628,0
1629,3
1630,3
1631,8
1632,8
1633,1
1634,3
1635,4
1636,7
1637,6
1638,5
1639,5
1640,1
1641,8
1642,0
1643,6
1644,6
1645,6
1646,8
1647,2
1648,7
1649,3
1650,5
1651,3
1652,2
1653,3
1654,0
1655,7
1656,8
1657,7
1658,7
1659,6
1660,6
1661,3
1662,7
1663,5
1664,2
1665,2
1666,3
1667,7
1668,7
1669,8
1670,3
1671,7
1672,0
1673,1
1674,0
1675,2
1676,1
1677,2
1678,1
1679,6
1680,3
1681,3
1682,7
1683,7
1684,7
1685,5
1686,6
1687,0
1688,7
1689,5
1690,3
1691,5
1692,3
1693,4
1694,1
1695,3
1696,0
1697,7
1698,6
1699,6
1700,5
1701,1
1702,4
1703,8
1704,1
1705,3
1706,3
1707,2
1708,7
1709,1
1710,3
1711,7
1712,2
1713,3
1714,1
1715,7
1716,5
1717,2
1718,0
1719,4
1720,3
1721,7
1722,7
1723,6
1724,2
1725,5
1726,1
1727,2
1728,3
1729,7
1730,8
1731,4
1732,8
1733,6
1734,4
1735,1
1736,6
1737,1
1738,7
1739,8
1740,2
1741,0
1742,5
1743,2
1744,0
1745,5
1746,6
1747,4
1748,5
1749,6
1750,1
1751,2
1752,5
1753,7
1754,7
1755,2
1756,5
1757,6
1758,4
1759,5
1760,7
1761,7
1762,3
1763,0
1764,3
1765,3
1766,6
1767,6
1768,7
1769,5
1770,3
1771,1
1772,2
1773,4
1774,4
1775,1
1776,2
1777,0
1778,1
1779,0
1780,8
1781,7
1782,7
1783,6
1784,6
1785,1
1786,8
1787,7
1788,2
1789,6
1790,0
1791,1
1792,0
1793,5
1794,0
1795,0
1796,1
1797,2
1798,3
1799,4
1800,7
1801,7
1802,3
1803,2
1804,7
1805,7
1806,4
1807,6
1808,4
1809,6
1810,3
1811,0
1812,3
1813,4
1814,4
1815,8
1816,4
1817,1
1818,7
1819,8
1820,6
1821,4
1822,7
1823,7
1824,1
1825,7
1826,5
1827,0
1828,7
1829,5
1830,4
1831,7
1832,3
1833,1
1834,0
1835,3
1836,1
1837,3
1838,4
1839,5
1840,6
1841,7
1842,8
1843,7
1844,3
1845,8
1846,7
1847,1
1848,3
1849,7
1850,7
1851,3
1852,4
1853,4
1854,0
1855,0
1856,8
1857,8
1858,8
1859,1
1860,2
1861,1
1862,8
1863,8
1864,3
1865,8
1866,3
1867,4
1868,3
1869,8
1870,3
1871,2
1872,0
1873,0
1874,4
1875,7
1876,6
1877,4
1878,3
1879,4
1880,1
1881,1
1882,3
1883,7
1884,7
1885,4
1886,8
1887,0
1888,3
1889,4
1890,3
1891,3
1892,3
1893,8
1894,5
